id,emotion,intensity,statement,repetition,actor,path
429,02,02,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-02-02-01-02-08.wav
430,02,02,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-02-02-02-01-08.wav
431,02,02,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-02-02-02-02-08.wav
432,03,01,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-03-01-01-01-08.wav
433,03,01,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-03-01-01-02-08.wav
434,03,01,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-03-01-02-01-08.wav
435,03,01,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-03-01-02-02-08.wav
436,03,02,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-01-01-08.wav
437,03,02,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-01-02-08.wav
438,03,02,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-02-01-08.wav
439,03,02,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-02-02-08.wav
440,04,01,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-04-01-01-01-08.wav
441,04,01,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-04-01-01-02-08.wav
442,04,01,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-04-01-02-01-08.wav
443,04,01,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-04-01-02-02-08.wav
444,04,02,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-01-01-08.wav
445,04,02,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-01-02-08.wav
446,04,02,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-02-01-08.wav
447,04,02,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-02-02-08.wav
448,05,01,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-01-01-08.wav
449,05,01,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-01-02-08.wav
450,05,01,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-02-01-08.wav
451,05,01,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-02-02-08.wav
452,05,02,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-05-02-01-01-08.wav
453,05,02,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-05-02-01-02-08.wav
454,05,02,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-05-02-02-01-08.wav
455,05,02,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-05-02-02-02-08.wav
456,06,01,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-06-01-01-01-08.wav
457,06,01,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-06-01-01-02-08.wav
458,06,01,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-06-01-02-01-08.wav
459,06,01,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-06-01-02-02-08.wav
460,06,02,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-06-02-01-01-08.wav
461,06,02,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-06-02-01-02-08.wav
462,06,02,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-06-02-02-01-08.wav
463,06,02,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-06-02-02-02-08.wav
464,07,01,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-07-01-01-01-08.wav
465,07,01,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-07-01-01-02-08.wav
466,07,01,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-07-01-02-01-08.wav
467,07,01,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-07-01-02-02-08.wav
468,07,02,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-07-02-01-01-08.wav
469,07,02,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-07-02-01-02-08.wav
470,07,02,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-07-02-02-01-08.wav
471,07,02,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-07-02-02-02-08.wav
472,08,01,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-08-01-01-01-08.wav
473,08,01,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-08-01-01-02-08.wav
474,08,01,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-08-01-02-01-08.wav
475,08,01,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-08-01-02-02-08.wav
476,08,02,01,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-08-02-01-01-08.wav
477,08,02,01,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-08-02-01-02-08.wav
478,08,02,02,01,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-08-02-02-01-08.wav
479,08,02,02,02,08,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_08\03-01-08-02-02-02-08.wav
480,01,01,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-01-01-01-01-09.wav
481,01,01,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-01-01-01-02-09.wav
482,01,01,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-01-01-02-01-09.wav
483,01,01,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-01-01-02-02-09.wav
484,02,01,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-02-01-01-01-09.wav
485,02,01,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-02-01-01-02-09.wav
486,02,01,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-02-01-02-01-09.wav
487,02,01,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-02-01-02-02-09.wav
488,02,02,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-02-02-01-01-09.wav
489,02,02,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-02-02-01-02-09.wav
490,02,02,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-02-02-02-01-09.wav
491,02,02,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-02-02-02-02-09.wav
492,03,01,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-03-01-01-01-09.wav
493,03,01,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-03-01-01-02-09.wav
494,03,01,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-03-01-02-01-09.wav
495,03,01,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-03-01-02-02-09.wav
496,03,02,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-03-02-01-01-09.wav
497,03,02,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-03-02-01-02-09.wav
498,03,02,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-03-02-02-01-09.wav
499,03,02,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-03-02-02-02-09.wav
500,04,01,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-04-01-01-01-09.wav
501,04,01,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-04-01-01-02-09.wav
502,04,01,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-04-01-02-01-09.wav
503,04,01,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-04-01-02-02-09.wav
504,04,02,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-04-02-01-01-09.wav
505,04,02,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-04-02-01-02-09.wav
506,04,02,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-04-02-02-01-09.wav
507,04,02,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-04-02-02-02-09.wav
508,05,01,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-05-01-01-01-09.wav
509,05,01,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-05-01-01-02-09.wav
510,05,01,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-05-01-02-01-09.wav
511,05,01,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-05-01-02-02-09.wav
512,05,02,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-05-02-01-01-09.wav
513,05,02,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-05-02-01-02-09.wav
514,05,02,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-05-02-02-01-09.wav
515,05,02,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-05-02-02-02-09.wav
516,06,01,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-06-01-01-01-09.wav
517,06,01,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-06-01-01-02-09.wav
518,06,01,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-06-01-02-01-09.wav
519,06,01,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-06-01-02-02-09.wav
520,06,02,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-06-02-01-01-09.wav
521,06,02,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-06-02-01-02-09.wav
522,06,02,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-06-02-02-01-09.wav
523,06,02,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-06-02-02-02-09.wav
524,07,01,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-07-01-01-01-09.wav
525,07,01,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-07-01-01-02-09.wav
526,07,01,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-07-01-02-01-09.wav
527,07,01,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-07-01-02-02-09.wav
528,07,02,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-07-02-01-01-09.wav
529,07,02,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-07-02-01-02-09.wav
530,07,02,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-07-02-02-01-09.wav
531,07,02,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-07-02-02-02-09.wav
532,08,01,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-08-01-01-01-09.wav
533,08,01,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-08-01-01-02-09.wav
534,08,01,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-08-01-02-01-09.wav
535,08,01,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-08-01-02-02-09.wav
536,08,02,01,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-08-02-01-01-09.wav
537,08,02,01,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-08-02-01-02-09.wav
538,08,02,02,01,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-08-02-02-01-09.wav
539,08,02,02,02,09,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_09\03-01-08-02-02-02-09.wav
540,01,01,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-01-01-01-01-10.wav
541,01,01,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-01-01-01-02-10.wav
542,01,01,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-01-01-02-01-10.wav
543,01,01,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-01-01-02-02-10.wav
544,02,01,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-02-01-01-01-10.wav
545,02,01,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-02-01-01-02-10.wav
546,02,01,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-02-01-02-01-10.wav
547,02,01,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-02-01-02-02-10.wav
548,02,02,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-02-02-01-01-10.wav
549,02,02,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-02-02-01-02-10.wav
550,02,02,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-02-02-02-01-10.wav
551,02,02,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-02-02-02-02-10.wav
552,03,01,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-03-01-01-01-10.wav
553,03,01,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-03-01-01-02-10.wav
554,03,01,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-03-01-02-01-10.wav
555,03,01,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-03-01-02-02-10.wav
556,03,02,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-03-02-01-01-10.wav
557,03,02,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-03-02-01-02-10.wav
558,03,02,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-03-02-02-01-10.wav
559,03,02,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-03-02-02-02-10.wav
560,04,01,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-04-01-01-01-10.wav
561,04,01,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-04-01-01-02-10.wav
562,04,01,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-04-01-02-01-10.wav
563,04,01,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-04-01-02-02-10.wav
564,04,02,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-04-02-01-01-10.wav
565,04,02,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-04-02-01-02-10.wav
566,04,02,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-04-02-02-01-10.wav
567,04,02,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-04-02-02-02-10.wav
568,05,01,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-05-01-01-01-10.wav
569,05,01,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-05-01-01-02-10.wav
570,05,01,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-05-01-02-01-10.wav
571,05,01,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-05-01-02-02-10.wav
572,05,02,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-05-02-01-01-10.wav
573,05,02,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-05-02-01-02-10.wav
574,05,02,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-05-02-02-01-10.wav
575,05,02,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-05-02-02-02-10.wav
576,06,01,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-06-01-01-01-10.wav
577,06,01,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-06-01-01-02-10.wav
578,06,01,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-06-01-02-01-10.wav
579,06,01,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-06-01-02-02-10.wav
580,06,02,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-06-02-01-01-10.wav
581,06,02,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-06-02-01-02-10.wav
582,06,02,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-06-02-02-01-10.wav
583,06,02,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-06-02-02-02-10.wav
584,07,01,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-07-01-01-01-10.wav
585,07,01,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-07-01-01-02-10.wav
586,07,01,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-07-01-02-01-10.wav
587,07,01,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-07-01-02-02-10.wav
588,07,02,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-07-02-01-01-10.wav
589,07,02,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-07-02-01-02-10.wav
590,07,02,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-07-02-02-01-10.wav
591,07,02,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-07-02-02-02-10.wav
592,08,01,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-08-01-01-01-10.wav
593,08,01,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-08-01-01-02-10.wav
594,08,01,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-08-01-02-01-10.wav
595,08,01,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-08-01-02-02-10.wav
596,08,02,01,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-08-02-01-01-10.wav
597,08,02,01,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-08-02-01-02-10.wav
598,08,02,02,01,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-08-02-02-01-10.wav
599,08,02,02,02,10,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_10\03-01-08-02-02-02-10.wav
600,01,01,01,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-01-01-01-01-11.wav
601,01,01,01,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-01-01-01-02-11.wav
602,01,01,02,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-01-01-02-01-11.wav
603,01,01,02,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-01-01-02-02-11.wav
604,02,01,01,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-02-01-01-01-11.wav
605,02,01,01,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-02-01-01-02-11.wav
606,02,01,02,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-02-01-02-01-11.wav
607,02,01,02,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-02-01-02-02-11.wav
608,02,02,01,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-02-02-01-01-11.wav
609,02,02,01,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-02-02-01-02-11.wav
610,02,02,02,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-02-02-02-01-11.wav
611,02,02,02,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-02-02-02-02-11.wav
612,03,01,01,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-03-01-01-01-11.wav
613,03,01,01,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-03-01-01-02-11.wav
614,03,01,02,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-03-01-02-01-11.wav
615,03,01,02,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-03-01-02-02-11.wav
616,03,02,01,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-03-02-01-01-11.wav
617,03,02,01,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-03-02-01-02-11.wav
618,03,02,02,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-03-02-02-01-11.wav
619,03,02,02,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-03-02-02-02-11.wav
620,04,01,01,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-04-01-01-01-11.wav
621,04,01,01,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-04-01-01-02-11.wav
622,04,01,02,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-04-01-02-01-11.wav
623,04,01,02,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-04-01-02-02-11.wav
624,04,02,01,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-04-02-01-01-11.wav
625,04,02,01,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-04-02-01-02-11.wav
626,04,02,02,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-04-02-02-01-11.wav
627,04,02,02,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-04-02-02-02-11.wav
628,05,01,01,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-05-01-01-01-11.wav
629,05,01,01,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-05-01-01-02-11.wav
630,05,01,02,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-05-01-02-01-11.wav
631,05,01,02,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-05-01-02-02-11.wav
632,05,02,01,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-05-02-01-01-11.wav
633,05,02,01,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-05-02-01-02-11.wav
634,05,02,02,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-05-02-02-01-11.wav
635,05,02,02,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-05-02-02-02-11.wav
636,06,01,01,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-06-01-01-01-11.wav
637,06,01,01,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-06-01-01-02-11.wav
638,06,01,02,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-06-01-02-01-11.wav
639,06,01,02,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-06-01-02-02-11.wav
640,06,02,01,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-06-02-01-01-11.wav
641,06,02,01,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-06-02-01-02-11.wav
642,06,02,02,01,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-06-02-02-01-11.wav
643,06,02,02,02,11,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_11\03-01-06-02-02-02-11.wav
